País,Enero 1992,Febrero 1992,Marzo 1992,Abril 1992,Mayo 1992,Junio 1992,Julio 1992,Agosto 1992,Septiembre 1992,Octubre 1992,Noviembre 1992,Diciembre 1992,Enero 1993,Febrero 1993,Marzo 1993,Abril 1993,Mayo 1993,Junio 1993,Julio 1993,Agosto 1993,Septiembre 1993,Octubre 1993,Noviembre 1993,Diciembre 1993,Enero 1994,Febrero 1994,Marzo 1994,Abril 1994,Mayo 1994,Junio 1994,Julio 1994,Agosto 1994,Septiembre 1994,Octubre 1994,Noviembre 1994,Diciembre 1994,Enero 1995,Febrero 1995,Marzo 1995,Abril 1995,Mayo 1995,Junio 1995,Julio 1995,Agosto 1995,Septiembre 1995,Octubre 1995,Noviembre 1995,Diciembre 1995,Enero 1996,Febrero 1996,Marzo 1996,Abril 1996,Mayo 1996,Junio 1996,Julio 1996,Agosto 1996,Septiembre 1996,Octubre 1996,Noviembre 1996,Diciembre 1996,Enero 1997,Febrero 1997,Marzo 1997,Abril 1997,Mayo 1997,Junio 1997,Julio 1997,Agosto 1997,Septiembre 1997,Octubre 1997,Noviembre 1997,Diciembre 1997,Enero 1998,Febrero 1998,Marzo 1998,Abril 1998,Mayo 1998,Junio 1998,Julio 1998,Agosto 1998,Septiembre 1998,Octubre 1998,Noviembre 1998,Diciembre 1998,Enero 1999,Febrero 1999,Marzo 1999,Abril 1999,Mayo 1999,Junio 1999,Julio 1999,Agosto 1999,Septiembre 1999,Octubre 1999,Noviembre 1999,Diciembre 1999,Enero 2000,Febrero 2000,Marzo 2000,Abril 2000,Mayo 2000,Junio 2000,Julio 2000,Agosto 2000,Septiembre 2000,Octubre 2000,Noviembre 2000,Diciembre 2000,Enero 2001,Febrero 2001,Marzo 2001,Abril 2001,Mayo 2001,Junio 2001,Julio 2001,Agosto 2001,Septiembre 2001,Octubre 2001,Noviembre 2001,Diciembre 2001,Enero 2002,Febrero 2002,Marzo 2002,Abril 2002,Mayo 2002,Junio 2002,Julio 2002,Agosto 2002,Septiembre 2002,Octubre 2002,Noviembre 2002,Diciembre 2002,Enero 2003,Febrero 2003,Marzo 2003,Abril 2003,Mayo 2003,Junio 2003,Julio 2003,Agosto 2003,Septiembre 2003,Octubre 2003,Noviembre 2003,Diciembre 2003,Enero 2004,Febrero 2004,Marzo 2004,Abril 2004,Mayo 2004,Junio 2004,Julio 2004,Agosto 2004,Septiembre 2004,Octubre 2004,Noviembre 2004,Diciembre 2004,Enero 2005,Febrero 2005,Marzo 2005,Abril 2005,Mayo 2005,Junio 2005,Julio 2005,Agosto 2005,Septiembre 2005,Octubre 2005,Noviembre 2005,Diciembre 2005,Enero 2006,Febrero 2006,Marzo 2006,Abril 2006,Mayo 2006,Junio 2006,Julio 2006,Agosto 2006,Septiembre 2006,Octubre 2006,Noviembre 2006,Diciembre 2006,Enero 2007,Febrero 2007,Marzo 2007,Abril 2007,Mayo 2007,Junio 2007,Julio 2007,Agosto 2007,Septiembre 2007,Octubre 2007,Noviembre 2007,Diciembre 2007,Enero 2008,Febrero 2008,Marzo 2008,Abril 2008,Mayo 2008,Junio 2008,Julio 2008,Agosto 2008,Septiembre 2008,Octubre 2008,Noviembre 2008,Diciembre 2008,Enero 2009,Febrero 2009,Marzo 2009,Abril 2009,Mayo 2009,Junio 2009,Julio 2009,Agosto 2009,Septiembre 2009,Octubre 2009,Noviembre 2009,Diciembre 2009,Enero 2010,Febrero 2010,Marzo 2010,Abril 2010,Mayo 2010,Junio 2010,Julio 2010,Agosto 2010,Septiembre 2010,Octubre 2010,Noviembre 2010,Diciembre 2010,Enero 2011,Febrero 2011,Marzo 2011,Abril 2011,Mayo 2011,Junio 2011,Julio 2011,Agosto 2011,Septiembre 2011,Octubre 2011,Noviembre 2011,Diciembre 2011,Enero 2012,Febrero 2012,Marzo 2012,Abril 2012,Mayo 2012,Junio 2012,Julio 2012,Agosto 2012,Septiembre 2012,Octubre 2012,Noviembre 2012,Diciembre 2012,Enero 2013,Febrero 2013,Marzo 2013,Abril 2013,Mayo 2013,Junio 2013,Julio 2013,Agosto 2013,Septiembre 2013,Octubre 2013,Noviembre 2013,Diciembre 2013,Enero 2014,Febrero 2014,Marzo 2014,Abril 2014,Mayo 2014,Junio 2014,Julio 2014,Agosto 2014,Septiembre 2014,Octubre 2014,Noviembre 2014,Diciembre 2014,Enero 2015,Febrero 2015,Marzo 2015,Abril 2015,Mayo 2015,Junio 2015,Julio 2015,Agosto 2015,Septiembre 2015,Octubre 2015,Noviembre 2015,Diciembre 2015,Enero 2016,Febrero 2016,Marzo 2016,Abril 2016,Mayo 2016,Junio 2016,Julio 2016,Agosto 2016,Septiembre 2016,Octubre 2016,Noviembre 2016,Diciembre 2016,Enero 2017,Febrero 2017,Marzo 2017,Abril 2017,Mayo 2017,Junio 2017,Julio 2017,Agosto 2017,Septiembre 2017,Octubre 2017,Noviembre 2017,Diciembre 2017,Enero 2018,Febrero 2018,Marzo 2018,Abril 2018,Mayo 2018,Junio 2018,Julio 2018,Agosto 2018,Septiembre 2018,Octubre 2018,Noviembre 2018,Diciembre 2018,Enero 2019,Febrero 2019,Marzo 2019,Abril 2019,Mayo 2019,Junio 2019,Julio 2019,Agosto 2019,Septiembre 2019,Octubre 2019,Noviembre 2019,Diciembre 2019,Enero 2020,Febrero 2020,Marzo 2020,Abril 2020,Mayo 2020,Junio 2020,Julio 2020,Agosto 2020,Septiembre 2020,Octubre 2020,Noviembre 2020,Diciembre 2020,Enero 2021,Febrero 2021,Marzo 2021,Abril 2021,Mayo 2021,Junio 2021,Julio 2021,Agosto 2021,Septiembre 2021,Octubre 2021,Noviembre 2021,Diciembre 2021,Enero 2022(p),Febrero 2022(p),Marzo 2022(p),Abril 2022(p),Mayo 2022(p),Junio 2022(p),Julio 2022(p),Agosto 2022(p),Septiembre 2022(p),Octubre 2022(p),Noviembre 2022(p),Diciembre 2022(p),Enero 2023(p),Febrero 2023(p),Marzo 2023(p),Abril 2023(p),Mayo 2023(p),Junio 2023(p),Julio 2023(p),Agosto 2023(p),Septiembre 2023(p),Octubre 2023(p),Noviembre 2023(p),Diciembre 2023(p),Enero 2024(p),Febrero 2024(p),Marzo 2024(p),Abril 2024(p),Mayo 2024(p),Junio 2024(p),Julio 2024(p),Agosto 2024(p),Septiembre 2024(p),Octubre 2024(p),Noviembre 2024(p),Diciembre 2024(p),Enero 2025(p),Febrero 2025(p),Marzo 2025(p)
Arabia Saudita,125.14,35.0,153.2,319.54,61.18,214.2,230.59,288.389,218.5,41.6,330.32,63.52,89.5,54.0,,,35.0,,36.0,18.0,72.0,,54.0,,36.0,,18.0,18.0,71.5,53.5,,,,,17.5,108.0,36.0,,97.0,,90.0,72.0,36.0,35.82,,36.0,,54.0,72.0,72.0,,,,,38.0,,36.0,,18.0,36.0,36.0,,,,,,,,,,18.0,,,,,,18.0,,,,,,,,,,,,,,,42.32,25.674,,25.1,,,,,20.0,,,15.6,,,,,,,,,,,,,,,,,,,,,,,,0.085,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,23.101,21.59,,,10.9475,,21.0,,,,21.006,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,24.0,,,,155.04,,,,,9.63578,,,,,,,,,,,,,,,,9.979,,,,,,10.0,,,,,,,,,,,,,,,0.009,,,16.0,,,,10.0,,,,,,,,,49.6,,,,5.0,22.18,,,,,,,,,,,7.984,,,,,,,21.8305,,43.96,21.9805,,138.6214,21.98,42.04,,,107.95,64.228,21.5985,44.376,,39.79,22.38,48.31,136.706,89.0015,186.955,43.736,91.35,,69.14,,69.32,68.26,21.46,151.07,22.75,46.7,,,46.0,,,10.08,,69.26,68.69,172.2885,137.09,23.21,114.298,,69.04,91.241,69.243,20.192,60.966,,,0.00045,,,,36.44704,19.9985,,,0.13,,,,,,21.2285,,,25.2,32.0,,
Argelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77765,,,,,,,,,,,,,115.0,,,,,,19.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412.319,2537.681,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,245197.119,173315.512,202169.767,240745.177,255585.435,227906.165,264034.496,267803.885,269387.412,262458.313,245421.675,249313.396,213452.395,122392.683,228377.65,237497.19,273548.216,275033.959,267210.238,268014.621,244379.503,246605.763,234692.511,242628.557,242051.694,205883.553,225461.903,239231.001,260550.821,281508.273,305899.364,305825.879,280292.01,249204.217,205628.441,200648.523,177318.316,180362.137,204230.521,225020.094,255927.984,267841.647,286642.874,287885.612,249861.186,241714.409,226546.063,230392.48,224976.736,199158.749,212746.248,206039.215,249883.345,260705.17,290123.496,259941.982,242996.183,235035.63,221385.237,211588.894,187037.537,93446.611,138786.39,169563.998,202704.402,242553.473,266141.828,275949.773,221747.464,226736.251,202470.024,205580.165,175269.99,193070.254,203640.46,159147.508,193014.472,248419.214,203562.299,254901.441,225759.22,139621.993,123296.217,105373.547,106965.952,92314.201,90397.739,110701.64,143542.265,110624.807,142022.526,147894.157,8283.303,6723.662,7807.877,6838.741,5467.203,6993.839,6337.615,4482.639,4669.024,5985.371,4955.895,7390.072,10909.192,10563.053,7539.466,7409.872,11041.154,6503.783,9845.887,7576.394,8167.624,7425.296,6813.168,11931.417300000001,23540.24427,10104.5625,9573.218,7821.44973,4669.54237,3548.54684,3854.33314,15297.86725,11992.792099999999,18565.39871,16584.93922,43565.143579999996,19250.55202,4913.32831,12343.571699999999,11036.40464,15388.56421,14895.86775,17669.463780000002,5392.77254,16813.64968,20566.7662,37059.55147,9436.43848,16899.00652,22648.37169,13528.49053,23082.79772,58313.06757,7322.21009,6327.44358,15789.6667,20076.316469999998,115819.02683,114642.33374,115452.45920999999,105235.13714,107191.96955,104346.89083,125453.04254000001,107485.17925,111314.26583,143538.40499,157412.90540000002,158627.79855,121192.89075,151502.95524,139601.71003,141487.65471,120158.33218000001,130354.27884,129373.17861,149781.36571,161010.00546000001,162079.47462999998,86923.23609,140097.0963,148626.12016,156678.19186000002,150162.72335,145864.53888,147228.27412000002,113670.62569,117518.63961,121021.61598999999,133860.76603,154240.00994,155675.2164,181370.708,178994.12219,147152.76950999998,130249.24773,83395.72816,71606.41891,80740.60537,93453.37443000001,116965.72866,125033.18119,119237.31381,105436.89312000001,98346.63829999999,96449.55552,94567.92923000001,64289.09744,54988.814490000004,79812.58133,110825.84074,139063.58576,122456.97869,151811.27301,164446.05556,137989.05550999998,124955.34668999999,126070.25532,158529.49213,149150.27734,157394.82876,111719.36153,73294.30181,59865.14628,73403.06854000001,78086.49781,145631.96745,111321.71701000001,142635.75228000002,161037.65464,179086.96865999998,153354.91797,150632.27589,145925.43387,117879.06898000001,154229.11171,160315.6722,167385.51591999998,190034.80243,168362.98012,186930.29884,175327.56599,191225.11323,180929.62209,183130.06936000002,195191.1705,195591.85736000002,261584.73791999999,252432.86149,223773.615,210574.41030000002,199248.17731,282994.75896,337651.03807999997,370615.74194,430967.44077,399618.82752,378264.44882,374969.44506,376173.47796,322880.86135,358272.36411,429825.02585000003,328913.27019,383557.32881,407955.01841,418398.71766,432600.57937,424654.50773,445710.40318,352804.6353,390335.20917000005,469017.96944,396662.80578,364062.51714999997,425828.46804,456249.28262,433931.12061000004,415219.75401,410625.90738,381280.53737,396200.78899000003,347891.86581,375216.62193,371969.22751999996,379037.60349,437858.73300999997,398324.3027,407943.51799,381798.82199,410353.92182,376659.81788,398998.70542,378260.32993,371560.47299000004,352999.37065,351442.51288,328453.75473000004,350255.83991000004,341391.7713,430846.6332,397236.07502999995,349546.07116000005,391654.97191,371743.8354,349545.15942000004,358249.73697,391401.40199,433529.95634,390596.89831,424444.24445,384728.51916,421235.95427,455790.99504,452554.98815,449373.90332,426196.21803,440130.66018,380864.31314,419113.69974,451964.51183,417110.81872000004,464390.5655,443435.37724,469076.15587,449702.8089,443648.00177,426920.54299,373664.65773000004,324641.68926,215270.57746,220697.32352,281605.06889,307729.23339999997,267580.12066,264475.04448,422759.17236,433659.03108,466040.43137,421866.53524,441057.95577999996,322574.79110000003,264849.23441,281017.20944,244911.15886000003,291773.6535,361207.95959,242764.4687,368407.10097,403362.6166,452586.57581999997,465957.83843,361418.81776,336540.31937,328743.32281,351616.31902999996,383418.16614,291268.03901,398935.01538999996,339203.49793,353048.17325,329519.88524000003,329373.82656,289591.62464999995,227099.12071000002,202451.01252000002,206063.68824000002,261349.35843,245065.54809,190088.83088,283513.24739,355796.11391,408586.73629000003,420658.53306,457910.35012,419327.86308,385719.56447000004,189822.13098,145042.35755000002,180304.48904,174402.49432,163431.50907,204376.03326,188084.44072,245337.11236000003,251729.44777,278366.0753,234671.72001,203468.13099,140543.39913,110837.18896,109320.96307,131413.06961,148720.16863,92228.12537000001,146957.24433000002,165854.25204,146358.53006999998,154741.72496000002,123612.48614,44533.31807,15114.13775,46534.15855,25227.95653,30877.74195,43513.10441,14530.31923
Australia,,0.1,19.392,,0.63,,,0.17,0.12,,,19.674,,0.06,,0.69,21.6,0.02,21.0,16.11,,0.1,,15.57,,0.068,0.52,15.7,47.439,0.841,31.4,,15.568,,15.7,34.13,,0.4,,0.57,46.796,15.665,15.567,31.136,15.567,15.777,,31.136,15.567,32.059,0.9,,47.691,0.142,15.567,16.108,,31.167,16.018,20.475,31.167,0.499,1.925,46.837,78.637,78.955,62.923,68.939,62.469,48.352,15.6,35.645,35.778,,53.272,64.0,77.935,213.134,78.334,168.234,35.567,163.333,42.5,243.841,134.2,0.494,57.539,77.092,138.567,156.141,73.267,99.567,217.696,171.755,134.167,382.79,86.0,181.417,226.054,150.567,137.755,1163.002,110.0,232.007,0.19,16.0,,78.701,,3.546,19.258,16.057,47.567,31.567,222.326,32.0,94.0,0.159,16.0544,75.719,32.0,63.563,60.041,16.44,48.725,0.1575,114.12898,70.12,80.0,48.235,60.531,124.166,33.319,23.036,22.845,124.057,86.0,89.187,148.0545,112.313,154.04,83.85,972.251,16.078,2.46133,3.817,44.56926,78.106,302.206,190.2,48.80395,153.284,244.877,47.240480000000005,209.638,9.86,23.404049999999998,68.22984,176.016,33.363,207.13,67.475,53.29985,289.3825,66.77,41.549,32.892019999999995,262.471,65.80485,88.825,65.00437000000001,90.873,82.4022,172.1165,130.749,149.3684,88.1045,128.968,82.11144999999999,100.047,96.325,84.833,60.18889,82.422,113.54644,70.19313000000001,89.4844,65.0195,116.765,92.52716000000001,116.141,66.36516,117.9327,79.14576,53.34689,175.33845000000002,116.182,142.27082000000001,112.2782,112.163,159.70392,196.03716,106.35731,172.29816,98.8,126.234,120.38926,171.90307,246.83026,136.41062,10104.36527,4559.6158399999995,207.9485,377.65753,110.255,104.9434,161.10035,181.2697,269.28755,166.49712,2046.1753999999999,3736.5378100000003,149.59282000000002,177.59282000000002,4152.02921,5537.21717,225.97711999999999,187.61222,90.50376,58.28869,54.67749,159.20320999999998,20352.52511,292.47076,295.03582,10739.57825,320.16652,107.86192999999999,189.62081,933.99053,2125.6171400000003,11253.29507,3542.17817,193.11928,232.96202,237.02179,414.99581,329.23273,12259.238150000001,6341.79629,260.21964,8311.43823,12282.72356,7224.45751,8289.87877,1901.37712,10461.97233,146.6207,14958.74546,6824.20434,276.08264,265.34022,9467.72611,15491.46187,9033.835869999999,9085.233839999999,7976.64059,16234.58323,480.84772,200.93772,216.68028,253.67572,260.02572,355.02006,230.121,369.24971999999997,317.37,142.034,10404.13406,10664.92524,287.77276,269.53552,297.48947999999996,256.93372,211.009,425.48220000000003,326.27868,11104.503,9071.29967,1927.9756100000002,5775.80434,4537.7494400000005,6691.8536699999995,3468.84467,245.74052,175.4477,140.83372,1944.43236,12315.008619999999,7174.6884,3533.10691,1159.70712,11431.15975,8999.10814,325.033,11027.07467,254.10172,254.10801999999998,203.104,273.79025,270.19978000000003,8245.4436,1126.6559399999999,10655.48324,264.90368,368.37832000000003,8112.762299999999,11260.39943,4467.74823,234.57451999999998,264.13052000000005,221.23944,10154.70352,2830.06235,12443.61756,266.90776,1749.3236000000002,9631.55127,220.11606,16511.049310000002,297.4987,438.41411999999997,432.51415999999995,146.22672,5322.22536,10641.25162,16587.475,2650.2359300000003,158.72628,291.052,319.67838,10117.64728,320.2441,297.65049,216.066,128.68138000000002,11697.35153,3271.68498,8755.909,946.7283,10767.23494,383.18940000000003,16756.83538,955.8491700000001,179.58644,168.83016,245.56588,4735.46165,7333.22045,177.97038,832.46117,158.63304,1823.98951,14184.62452,242.17872,179.94684,275.71084,193.13988,10228.189779999999,6386.07442,48.963879999999996,14937.64113,2670.28323,115.63338,329.81129999999996,187.37134,10196.917529999999,68.1998,298.84018,277.0685,287.918,200.958,1439.85571,12918.7919,451.07842999999997,181.38021,8225.01332,6305.8026,7791.070559999999,9554.60954,229.47664,234.67812,466.65441999999996,55.09,9641.66477,8533.20039,3365.67462,11143.663779999999,2452.2994200000003
Austria,,,,,,,1.306,17.55,8.0,71.406,17.5,52.5,,1.512,0.004,0.041,,0.232,,0.68,0.104,0.274,,,,0.66,,,19.549,,0.12,0.492,0.3,0.803,0.37,,,,,0.15,19.565,,0.28,0.078,,0.55,0.612,0.056,0.099,,,0.098,19.983,,,0.81,0.364,2.652,0.754,,15.567,,64.685,,,,,0.096,0.277,,,40.611,,,,,,,,0.54,,0.548,,,,,,,,,20.0,,0.26,,0.569,101.356,,102.536,0.048,124.543,,103.056,25.05,101.047,26.2,98.123,0.289,100.871,,102.404,102.231,0.308,0.061,,105.63172,1.181,8.864,0.12265999999999999,103.0,,100.723,121.035,,101.54721,18.736,,100.065,0.15250999999999998,100.821,100.973,102.039,120.24,71.666,101.572,164.41910000000001,101.612,121.49,142.878,,120.2057,1.28,121.85801,145.139,147.058,0.0585,39.086,94.602,101.027,21.544,19.739,122.131,0.887,123.69,38.61547,202.2662,139.666,20.531,101.1,141.089,71.01,,141.46,141.6925,80.52,82.889,78.472,82.0588,81.28472000000001,139.56823,119.417,100.676,298.173,120.478,100.641,121.108,204.846,61.369879999999995,248.413,159.998,161.715,164.21710000000002,98.43788,101.712,118.27,120.248,100.629,158.207,120.8276,60.548,144.4455,141.265,21.072,100.23665,101.739,101.20002000000001,123.857,81.1325,183.087,89.20809,203.42035,119.961,138.241,102.2,40.642,39.6411,,53.2,19.6,17.5,20.255,65.894,20.94574,20.45289,35.055,79.0292,20.012,60.763,61.061,59.68,80.513,53.616,77.797,58.051,81.445,164.53307999999998,137.1645,80.7635,39.545,150.894,79.604,86.44989,98.178,19.569,60.527,80.40302,83.76608999999999,38.585480000000004,19.926,21.53898,80.28449,69.41069999999999,60.94604,80.17358,96.21728,58.9138,85.15276,42.70425,60.75532,35.697,61.0515,20.769,60.536,20.79,20.995,100.585,20.8418,39.795,21.33511,42.76082,78.584,21.392,60.478519999999996,38.899,81.457,20.984,96.546,98.127,86.51339,39.16,101.13756,21.246380000000002,39.433,39.775,43.402,42.269,23.397,21.134,21.199,232.015,80.993,21.156,213.03344,55.20988,102.478,54.498,62.4739,118.89,97.864,19.98,63.075,21.549,99.12572999999999,43.053,55.333,92.80081,98.96417,59.7095,21.559,21.5198,21.506,119.717,21.529,15.93,,92.768,54.327949999999994,93.56773,1.23231,25.03,16.44026,16.54,116.248,13.15,16.05,86.21556,12.95746,60.47385,41.64108,39.41008,115.48246,49.6008,31.55516,77.32346000000001,52.45239,0.2243,15.461110000000001,15.656120000000001,,36.708709999999996,,32.10576,101.23041,14.67237,38.900400000000005,,31.119419999999998,100.434,15.80293,70.61986,15.772260000000001,,58.104,15.87043,0.60981,24.43019,16.600630000000002,15.48083,16.02644,39.104,,93.45372,111.53986,0.016,38.384,17.20079,38.756,55.117760000000004,2.25296,91.75283999999999,16.55275,19.382,79.36225999999999,96.834,90.37672,36.05165,36.014489999999995,91.07164999999999,75.37928,74.69376,90.89874,16.48568,82.30954,77.39569999999999,42.22774,76.70312,62.95994,14.86614,52.68102,40.210029999999996,16.697779999999998,56.576260000000005,56.5891,23.576490000000003,30.693330000000003,148.88757,26.49622,40.140190000000004,64.3359,15.94974,16.18859,16.21619,46.62495,16.56442,16.06639,79.17003,33.81947,,,39.68852
Azerbaiyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038869999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.09212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35236.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.325,,,,,,8.52,,,,,,,,11.008,,,,,,,,9.05,,,,8.12,,,,,,,4.53,,,,9.189,,11.67,,,,,,,,,,4.86,,13.01,,,8.42,,,,,,,7.57,,,,,,,,,12.58,,,,,,,,,,,,,12.92,,16.53,,,11.599,,,,8.72,,13.56,,2.452,5.38,,21.052,,,,8.03,7.12,,6.85,10.95,,,,9.498,,12.74,,0.6,5.58,,9.105,,,,4.829,,,,,,0.0905,,4.5,,4.5,,,,,,,0.1445,6.3,0.483,,,4.0,2.5,,,7.5,,,,5.8,,0.208,,4.2,,8.1,,,,,,6.39,,,,24.0408,,3.94,,,,11.507,6.889810000000001,,,,,,5.45,,,,,,,,,,,,,,,,,,,1.44893,,,,,,,,,10.93,,15.52942,15.46385,,,8.88492,,,8.0984,,8.97566,,,,,,6.66528,,,,,,,,,,6.4272,4.424270000000001,,,,,,,,4.6989,,,,,,,7.33808,,,7.3891599999999995,,,,,,,,4.85361,,,,,,24.288,,,,,,,22.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.24,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,21.0,21.0,41.995,,,42.0,,,,,21.0,,,21.0,,21.0,,,,,21.0,,,,,,,21.005,,21.0,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,24.495,,,,,42.0,,21.0,,,,,,,21.0,,,,,,,,,,42.0,,21.0,21.0,,,,,,,,,,,,,,,23.51,,,,,,,,,,,
Bangladesh,,,,,,,,139.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,520.0,520.0,,,,,,487.65,,,,,,,,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,20.0,,48.0,,96.0,0.07,96.0,,,,,,,24.0,,96.0,,1588.0,,,,,,,,,,563.0,44.0,,48.0,,,,,24.0,,770.0,1732.0,1124.0,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.715400000000002,,,,,,,,,,25.0,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,,36.231,,,,,19.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.224,,,,,,,,,,4.356,,,,,,,4.4385,,4.4385,,,,,,,,,,,,,,,,,544.452,155.548,,,,,,,,,,,,,,,,,50.0,,,,,,,28.879099999999998,,,,23.364,22.869,,,,,,,,,20.089,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,22.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
